timestamp,px,py,vx,vy,pm1,pm2,pm3,pm4,vm1,vm2,vm3,vm4,dist_from_origin,dist_bin
1765766457.0914726,0.95949983811421,1.1737307714915897,-74.11874255611352,-41.580613571623886,-199,-255,-199,-57,0,0,0,0,1.5160091897107477,24
1765776792.9982855,-0.7784585437081487,-0.7798234051785323,-73.7419315538728,-41.059579740608015,-255,255,-255,0,0,0,0,0,1.1018721557133808,18
1765789523.8034902,-0.6653797587778285,0.2632319170132381,-73.3735967046454,-41.63452090728229,141,-142,-199,-199,0,0,0,0,0.7155566123834686,11
1765783985.8471012,1.917638158517795,0.8551568826461844,-73.23875233641657,-41.39289345956203,0,-255,255,255,0,0,0,0,2.099673641531145,34
1765803549.6316586,1.4121337692543834,0.4331707306479307,-73.21037192442851,-40.76845455740639,-255,141,-114,255,0,0,0,0,1.477077744791605,24
1765850410.023773,-0.320411422221468,-2.354284473359901,-73.56558379225805,-41.503721926381125,-245,251,245,-251,0,0,0,0,2.3759879757678677,39
1765848755.0129828,-0.9656522570644668,-1.8735743151876256,-73.78181710149535,-40.78797737909616,-225,231,-171,-231,0,0,0,0,2.107786752995777,34
1765849719.5411675,0.4956610327511135,-2.117525864612308,-74.60429598224549,-40.49609490873955,-240,-165,245,-245,0,0,0,0,2.1747633541813243,35
1765798415.2366347,0.3791428989820056,-0.9699468103427312,-73.4915670508521,-40.298787172434125,-255,170,0,-170,0,0,0,0,1.0414154563585647,17
1765850110.9959457,0.2042909818359021,2.456509028676892,-73.62136975847379,-40.43288742561147,210,-245,-245,245,0,0,0,0,2.464989130448766,40
1765791756.065869,0.4281784327692225,1.4842792833313998,-73.62200160881115,-40.61626253751432,198,-255,56,0,0,0,0,0,1.5448047647568548,25
1765775342.4250743,0.695557247609167,-0.681909613389713,-73.72055281303656,-40.862450117715866,-255,-114,-114,28,0,0,0,0,0.9740639637800733,16
1765761340.9933784,-0.635776492586536,0.8984925114396651,-74.3321093122332,-41.005125285966166,255,0,141,56,0,0,0,0,1.1006818530523679,18
1765775994.002385,-0.2857251057074985,-0.345832796527608,-73.77839284646298,-40.79375051682951,255,0,255,-255,0,0,0,0,0.4485968782611701,7
1765767659.622489,-0.5556521053371214,1.3229686024648486,-74.01508605167912,-40.51559746949138,0,-170,-255,-85,0,0,0,0,1.4349199229480962,23
1765848144.306194,-0.9579392972082956,-1.0226704745797857,-74.2293206903569,-40.13534547723896,-195,200,-200,-200,0,0,0,0,1.4012503690323037,23
1765849384.6780496,-0.3725621122655477,-2.2992486425853365,-73.93859719676949,-41.32603369480951,-235,238,235,-238,0,0,0,0,2.329237396214967,38
1765761644.9268274,1.5860824417335295,-0.2736689060460631,-74.23598807153743,-40.41959921739369,-255,-255,-85,-170,0,0,0,0,1.6095192394351314,26
1765762903.370083,0.4823257033356588,0.646534854691382,-73.9515082919683,-40.87270517866657,255,0,255,255,0,0,0,0,0.806625937116483,13
1765821885.5005972,1.798625706989005,-0.4064251027636225,-73.71466105017133,-41.06481191400389,-227,-227,255,0,0,0,0,0,1.8439728300596294,30
1765771913.7157958,0.051404269642975,-0.5577499747771838,-73.57102746500404,-40.7679586577402,-199,198,141,0,0,0,0,0,0.5601137681770346,9
1765849516.6619709,1.92415323734062,-0.0298684465961276,-75.00521685762062,-40.03135488926808,-235,-235,235,230,0,0,0,0,1.9243850458965988,31
1765764323.433123,-0.7850787347883346,-0.8554473930582297,-74.58224895063243,-40.79716928878878,255,226,255,-255,0,0,0,0,1.1610938214059074,19
1765845152.9317353,0.2014152297504181,2.5786724485266768,-74.65962434134168,-40.70016793882932,215,-245,-245,250,0,0,0,0,2.5865265688884738,42
1765849073.946393,0.3895518289737442,-2.183078477035997,-73.36206854025296,-41.59452054436442,-230,155,235,-235,0,0,0,0,2.217562234606866,36
1765782901.218233,0.7352618927227207,-0.6504980363554085,-74.0138561319735,-40.738974420422025,-255,28,-114,-142,0,0,0,0,0.9817116410598583,16
1765848895.905129,1.549564342146428,0.9075918389877252,-74.517769022022,-41.570906374064855,-230,-230,-180,230,0,0,0,0,1.7957930272302578,29
1765766369.6805873,-0.1352363062941024,1.0444187124730415,-73.96710298312327,-41.31087181426884,226,-29,0,198,0,0,0,0,1.0531378378464606,17
1765794924.535196,0.2708348405855916,0.5829199131169485,-74.24088173763835,-40.50443103951663,85,85,0,170,0,0,0,0,0.6427652261777185,10
1765848187.3660088,-0.006936647879288,1.7695307032935217,-72.72749727833005,-39.58894852694282,200,-195,-195,190,0,0,0,0,1.76954429924268,29
1765783682.9108012,-0.5496197026832474,-0.3933906917537789,-73.7625991547629,-40.74557895824493,0,255,0,0,0,0,0,0,0.6758979611865522,11
1765780346.719779,0.4948235334504305,0.6366341276868162,-74.37653617271009,-41.93348022733294,-142,-199,-142,56,0,0,0,0,0.8063208677641442,13
1765808758.2457824,1.2160315875061471,-0.7832246410973477,-74.13173522320989,-40.514723643183245,113,-255,255,-255,0,0,0,0,1.4464348102264373,23
1765850283.8405294,-0.8819895602675512,-2.148836722401339,-74.32263280084732,-41.71954503540998,-245,250,-155,-250,0,0,0,0,2.322801077139727,38
1765813805.2596457,0.4801652444893273,-1.6373779602704832,-73.21619230756096,-40.78356230572472,-255,28,198,-227,0,0,0,0,1.7063309312073738,28
1765850091.2661364,2.072386891157396,0.2707003413715162,-73.77643176557002,-40.81044193286637,-245,-245,183,245,0,0,0,0,2.0899918902856234,34
1765777488.277968,-0.1095485255699757,-0.8497031781930879,-73.94937476285473,-41.26824329847978,-29,255,226,-29,0,0,0,0,0.8567358814045261,14
1765810680.471312,0.7810420496228414,-0.6773292729376758,-74.29344548685937,-41.2789116108798,-255,113,-29,-114,0,0,0,0,1.0338286256712617,17
1765850233.4714398,-0.1847254199360071,2.559686612545316,-75.29285419550807,-40.67535792655809,245,-245,-245,219,0,0,0,0,2.566343514655481,42
1765812466.5051625,0.2099234110753451,-0.411699955629459,-74.62388929712094,-41.27711502025523,141,255,255,198,0,0,0,0,0.4621306005695866,7
1765848382.816238,-0.372354474813274,-1.860916256404587,-74.16728663994407,-40.86982624090279,-210,215,195,-215,0,0,0,0,1.8978032480381972,31
1765762798.6565278,-0.0213274447594882,0.0304107019136126,-74.32668381280375,-40.54116694065981,141,56,0,0,0,0,0,0,0.037143918625363447,0
1765787967.5197926,0.6775642376714293,-0.3442046231760653,-73.40613605484856,-41.59353792591889,-29,28,226,28,0,0,0,0,0.7599803410530053,12
1765844955.4570782,-0.2189949221659393,1.4498171383249472,-74.3030850275919,-40.84839813568657,200,-195,-195,170,0,0,0,0,1.4662634519468882,24
1765762891.1691897,0.0697252536571227,0.0616658905857962,-73.49706097243003,-41.009155906280846,255,-57,255,141,0,0,0,0,0.09308218443552714,1
1765848088.9416769,-0.0778055001655671,-1.300034166645916,-74.62678474452822,-40.738114408025424,-185,180,190,-190,0,0,0,0,1.3023603688314367,21
1765849089.4687035,1.7758471289561717,-0.3662109660431101,-74.67688808087478,-41.35299337499824,-230,-230,235,190,0,0,0,0,1.8132135828611329,29
1765849003.9519694,1.0445253470250864,1.6590832326823055,-75.37964560344197,-41.18811771667682,-219,-230,-230,230,0,0,0,0,1.9605076826030154,32
1765848150.617219,-0.1338095638535741,-1.629930850379974,-72.48784455287074,-42.23935909058564,-195,200,200,-200,0,0,0,0,1.6354141910840412,26
1765810959.0061347,-1.188344217755149,2.1603596162526704,-73.54710209921937,-40.38189627527926,255,-255,-255,-255,0,0,0,0,2.465626827280942,40
1765789275.7737474,0.0833972875176755,1.3068202459031486,-74.23292085111827,-41.1101227776234,0,-255,-199,-199,0,0,0,0,1.3094786224553923,21
1765850816.1967683,1.3767713351689943,1.6315083563348047,-73.64737523683499,-40.94055587822017,-250,-250,-245,250,0,0,0,0,2.134787770747554,35
1765849460.3868785,-2.113431907380663,0.1351031370462122,-74.95215020806677,-41.13805608660682,235,215,-235,-235,0,0,0,0,2.117745802681331,34
1765848751.406729,-1.431336172073728,-1.5126984772849068,-73.25306507395068,-41.60261560327885,-225,231,-231,-231,0,0,0,0,2.08254169722163,34
1765783049.633093,1.3853918414638475,-0.7120476581948233,-73.27702452899959,-41.13842356458626,-199,-227,226,-199,0,0,0,0,1.5576656964622808,25
1765803537.4303796,0.9563548871834138,0.0641513862773259,-74.26402780979221,-40.94766578489194,-255,198,-57,255,0,0,0,0,0.9585040795953362,15
1765849226.7556236,-0.2200673775920882,2.432165197408874,-73.8739501197281,-40.86896005840412,235,-230,-230,211,0,0,0,0,2.4421009803378744,40
1765849919.2202654,-2.008852187573572,-0.439408590593848,-73.75769550486626,-40.37578616782618,177,247,-247,-247,0,0,0,0,2.0563479814970025,33
1765818717.033395,0.6050745708511055,0.8270179749762845,-74.00083166940742,-40.84254035202425,255,0,255,255,0,0,0,0,1.024731168270256,16
1765814326.720653,-0.1486754443144443,0.7701760288651087,-72.84433563404649,-40.07617399269082,198,141,56,-142,0,0,0,0,0.7843949918124964,12
1765814611.354061,0.9590004671085124,-0.0752412710244485,-73.46340396534028,-40.823564978790856,-29,-227,198,-199,0,0,0,0,0.9619475790185864,15
1765765105.131488,0.0697051974736675,-1.75407981914315,-73.92182911537502,-41.02721912071583,-255,113,-29,-255,0,0,0,0,1.7554642766174733,28
1765848188.267637,-0.2818432193943716,1.5472103634875007,-75.0594542044022,-40.77757255229736,200,-195,-195,175,0,0,0,0,1.5726714562176387,25
1765845163.0447347,-0.3993873771636388,2.49904474697888,-73.62895877862134,-41.3508043409602,250,-245,-245,155,0,0,0,0,2.5307577767222975,41
1765850429.0506096,1.366116176142673,-1.526139334458729,-74.21800091704307,-40.6880984484968,-245,-245,250,-216,0,0,0,0,2.048261378560073,33
1765850934.567589,1.7391367035726435,0.7576910367598552,-74.69214744968963,-40.617504482339086,-250,-250,-165,255,0,0,0,0,1.8970219242011266,31
1765812658.6284478,1.38856149076949,0.740526406406536,-73.34108613551878,-40.86770130653722,-170,-255,170,85,0,0,0,0,1.5736843305546913,25
1765819963.280289,-0.5786718746306112,0.3707307099801251,-73.82629370682012,-41.45942000417182,0,198,-199,28,0,0,0,0,0.6872426047698683,11
1765810854.293285,1.2084243012520768,1.4458422349801132,-73.46179560315717,-41.11330605971465,141,-255,141,198,0,0,0,0,1.8843431376235218,31
1765848353.6796515,-1.0678671552925996,0.8974179950762521,-73.92346184220733,-41.35749433241662,210,-180,-205,-205,0,0,0,0,1.3948832636602209,22
1765848632.4534554,-1.952803930631775,0.0331590715742847,-74.21715956538195,-41.9027105295545,225,225,-220,-220,0,0,0,0,1.953085434772012,32
1765811362.5524113,0.1661911396140919,0.3604052546587984,-73.9333870715512,-41.21470238881469,-29,0,113,0,0,0,0,0,0.396877112557406,6
1765848700.5394688,1.0745565653164824,1.6756487026260587,-74.13623256411866,-41.75142941823911,-205,-225,-225,230,0,0,0,0,1.9905954854457872,32
1765820923.8899562,-0.5082054983919134,-0.3514858642695553,-73.27679543509319,-41.01341389359632,0,255,85,85,0,0,0,0,0.6179119204037816,10
1765770313.7247531,0.1281156142254303,0.3517027433310717,-73.78463633516319,-40.81121383449378,28,-142,-29,141,0,0,0,0,0.37431060668241956,6
1765792450.3481166,1.001038508635121,1.0994477254645032,-73.54799414831565,-40.5877199807861,113,-255,-29,113,0,0,0,0,1.486897238143745,24
1765850891.300936,-0.4389632366225492,-2.300099581014934,-74.1863967459791,-41.19139716439697,-250,255,200,-255,0,0,0,0,2.341612010067257,38
1765807139.949386,-0.5280479379475244,-0.4225811598233728,-73.4751715298154,-41.12013896901979,0,255,0,85,0,0,0,0,0.6763205315590378,11
1765815678.679314,-0.4745482077045681,1.0126404573605767,-73.72922691681053,-40.616387980330025,255,0,0,0,0,0,0,0,1.118318692197826,18
1765784463.6076186,0.1196855645172021,0.3115108033880233,-74.30570248194228,-41.0716194499339,-85,0,-85,0,0,0,0,0,0.333711874198766,5
1765780104.7926817,-0.8115831583276171,-0.2719581569354745,-73.84119659758015,-41.02034046362309,85,255,-170,-85,0,0,0,0,0.8559371834455903,14
1765850653.862974,-0.2262972784588511,-2.423661170731199,-72.59642685169597,-42.25484451735672,-250,253,250,-253,0,0,0,0,2.434202934997,40
1765776290.8376358,-0.4761318253736359,-0.7190523189003085,-73.6887997349023,-40.68534323150874,0,28,-29,-255,0,0,0,0,0.8624023147287706,14
1765844938.835442,1.279908067796824,0.1730677321801559,-74.14205171964399,-40.57759071450182,-195,-195,165,200,0,0,0,0,1.2915560777346764,21
1765850979.6373858,-1.9205040888314509,0.667678359661313,-73.2455386136095,-40.78275374954909,255,165,-250,-250,0,0,0,0,2.033256094833689,33
1765787595.4796593,0.1643197711116822,-1.3816190597855869,-72.35476624571464,-40.98694859329651,-255,255,198,28,0,0,0,0,1.3913562496862564,22
1765791948.1892445,-0.5808334887206038,-0.0054130576113786,-73.8114987149005,-40.9332790238309,0,255,-170,170,0,0,0,0,0.5808587115745548,9
1765848440.793431,-1.320165277129773,0.7851787843824933,-73.5043550894478,-40.52076342444104,215,-160,-210,-210,0,0,0,0,1.5360150007026299,25
1765814252.5115824,0.025784876185584,-0.8219149050937005,-73.893702505171,-41.22429638722445,0,255,255,0,0,0,0,0,0.8223192634585988,13
1765849482.3121314,-1.334111163672901,-1.7569221527642764,-73.53512597384379,-41.20645705625287,-235,239,-214,-239,0,0,0,0,2.2060435281087547,36
1765848048.1993272,0.5774639073413709,0.3288860625643101,-74.0648688212943,-41.18214920014022,-175,-175,-160,180,0,0,0,0,0.664552937267618,10
1765765781.1121929,-1.3171193965697598,-1.039659516902211,-72.84739318602605,-40.064938259714815,-85,255,-170,-255,0,0,0,0,1.6780034016370846,27
1765849539.894087,0.303000752070528,2.373553567568603,-73.89552873937524,-40.02102109229002,190,-235,-235,235,0,0,0,0,2.3928154951589873,39
1765798719.171506,-0.5976276897189475,-0.3309140355427475,-73.81286140970053,-41.10312580467787,-29,255,-142,113,0,0,0,0,0.6831273339853949,11
1765848030.4789023,-0.1652756942655778,-0.980175583822927,-73.44877710776065,-40.64290814748612,-175,180,170,-180,0,0,0,0,0.9940121881735579,16
1765760237.0574129,0.1722397486798649,-0.4826143584330438,-73.88474271104153,-41.16668030902686,-255,-255,-255,-255,0,0,0,0,0.5124286779553243,8
1765777184.3429434,-0.7227584084918982,-0.8119862631935896,-73.53059401425935,-41.185850883312334,-199,0,-199,-255,0,0,0,0,1.0870609038415606,17
1765803512.0270123,0.515617851350769,-0.0804063015899124,-73.54616351902578,-40.87393897719967,198,-199,226,-199,0,0,0,0,0.5218495395867967,8
