timestamp,px,py,vx,vy,pm1,pm2,pm3,pm4,vm1,vm2,vm3,vm4
1760025821.5737631,-0.04072380310509516,-2.1145720698994306,-67.46521577316538,-84.9142364165117,-85,-255,-255,0,0,0,0,0
1760025827.6798239,-0.02186432062087271,-2.1097058555020043,-65.13102280714804,-83.73318419579735,-29,-255,-255,0,0,0,0,0
1760025833.7858434,-0.04281899094906276,-2.0929412644729486,-66.76838839204095,-85.09783220042392,28,-255,-255,0,0,0,0,0
1760025839.8918283,-0.017929539615596908,-2.1064041214152187,-65.45306346057447,-83.67102434852401,85,-255,-255,0,0,0,0,0
1760025845.9977546,-0.008822242154683234,-2.101112465765609,-65.55885140021535,-84.50681111257465,141,-255,-255,0,0,0,0,0
1760025852.1038613,0.22673225694527097,-2.4478078280415922,-65.74642702742057,-84.94375498909541,198,-255,-255,0,0,0,0,0
1760025858.2098603,0.4847050528263271,-2.49171369607975,-65.87314570300563,-84.13977910196984,255,-255,-255,0,0,0,0,0
1760025865.316762,-1.3768228570289387,-0.2705397300602237,-67.45940237316914,-85.61061105591679,-255,0,0,255,0,0,0,0
1760025871.4227965,-1.182719900616051,-0.17164667002668485,-64.60945707530507,-84.60812447202568,-227,-29,0,226,0,0,0,0
1760025877.528782,-0.7560044113677167,-0.18351390157176167,-67.12354411107114,-84.48585535649048,-199,-57,0,198,0,0,0,0
1760025883.6347668,-0.2406945961016137,-0.11312580117747145,-66.16535612928905,-84.64108477750528,-170,-85,0,170,0,0,0,0
1760025889.7407467,0.02410410583224103,-0.11065321673681604,-65.88022673912178,-85.84162649651864,-142,-114,0,141,0,0,0,0
1760025895.8467798,0.047029148903207516,-0.05986184797949626,-66.30234217966687,-84.4134512366628,-114,-142,0,113,0,0,0,0
1760025901.952842,-0.16263991776288286,-0.12659257218123143,-66.64040295983243,-82.53166997664474,-85,-170,0,85,0,0,0,0
1760025908.0588048,-0.35728068966925375,-0.6116353695987126,-65.58058845808296,-84.11915590735155,-57,-199,0,56,0,0,0,0
1760025914.1647546,-0.6200411645588789,-0.7946125760425433,-66.24631021362393,-83.52269975630672,-29,-227,0,28,0,0,0,0
1760025920.2710996,-0.7988080812043432,-1.0943701993263544,-66.48045925773829,-85.21598674338158,0,-255,0,0,0,0,0,0
1760025927.377846,0.9105349217124443,1.2493451185113058,-65.47251543162625,-84.73904513655421,-255,255,-255,0,0,0,0,0
1760025933.4838333,0.7640321037367725,0.8151625407219198,-65.13218342397609,-84.98557481992381,-227,226,-255,-29,0,0,0,0
1760025939.589818,0.669128956810539,0.104849176402004,-66.81330286350826,-83.71619420255337,-199,198,-255,-57,0,0,0,0
1760025945.6958413,0.6007746094069306,-0.6260202455913312,-67.14358570485408,-86.10374576159323,-170,170,-255,-85,0,0,0,0
1760025951.8019547,0.5192613329703766,-1.119289188698159,-66.5037048197534,-85.40491652342581,-142,141,-255,-114,0,0,0,0
1760025957.907744,0.5556894328078101,-1.1365894182315996,-65.4256461579745,-82.06303560179302,-114,113,-255,-142,0,0,0,0
1760025964.0138438,0.8848796120547736,-0.7368009259197074,-66.0049730116058,-85.07985252411949,-85,85,-255,-170,0,0,0,0
1760025970.120179,1.2492518232877239,-0.4088064997350916,-67.03369522496745,-84.39487712760975,-57,56,-255,-199,0,0,0,0
1760025976.2269206,1.5338830041316014,-0.14685358920996805,-63.99698678690657,-83.48882240901148,-29,28,-255,-227,0,0,0,0
1760025982.3328187,1.6500405934131794,-0.01101809323942969,-64.10575098880213,-82.53080869793207,0,0,-255,-255,0,0,0,0
1760025989.4403975,0.46183536111875323,-2.4615655280442406,-66.73114932340701,-82.30022839534458,255,-255,-255,0,0,0,0,0
1760025995.5442965,0.5563160002591828,-2.260717177098273,-66.22191162153122,-84.74984713018527,255,-227,-227,-29,0,0,0,0
1760026001.6497943,0.6170680866791172,-1.7223440853481582,-65.63555909832289,-85.1513082531459,255,-199,-199,-57,0,0,0,0
1760026007.7558627,0.6530086963402325,-1.2831602133865703,-65.44764034275387,-83.99954335910797,255,-170,-170,-85,0,0,0,0
1760026013.8617837,0.5979636931298755,-0.9818228979957685,-66.05390639752221,-85.93492566334456,255,-142,-142,-114,0,0,0,0
1760026019.9678524,0.6209187134400272,-0.9524362518346791,-64.86367391074428,-88.86441495671782,255,-114,-114,-142,0,0,0,0
1760026026.073782,0.8904802757014331,-0.5493904074796774,-66.37606146678414,-88.93730590575443,255,-85,-85,-170,0,0,0,0
1760026032.1797724,1.0983193518926118,-0.3484476520888463,-66.09851545625865,-84.73305352407033,255,-57,-57,-199,0,0,0,0
1760026038.2857666,1.3021249711514342,-0.13527270157165872,-67.45559913624986,-85.44150154351514,255,-29,-29,-227,0,0,0,0
1760026044.391849,1.4653234136284998,-0.03315035427781018,-64.96242060836404,-84.11984267572595,255,0,0,-255,0,0,0,0
1760026051.499774,2.022091966723333,0.9751676728616959,-66.08276011567058,-82.82254035186884,0,255,-255,-255,0,0,0,0
1760026057.6057522,1.7510474325103038,0.7396780839051189,-65.53492258735989,-84.84088132338381,-29,198,-227,-255,0,0,0,0
1760026063.7117922,1.3476876676297138,0.48355324317921383,-65.1278603602959,-84.43350708597865,-57,141,-199,-255,0,0,0,0
1760026069.817854,0.9964189685843771,0.7207051531766043,-65.56135541574805,-85.4026457590812,-85,85,-170,-255,0,0,0,0
1760026075.9238186,0.7113444990977638,1.0342530778227421,-67.62966100029055,-85.26390514768413,-114,28,-142,-255,0,0,0,0
1760026082.029854,0.732825613478514,1.087989390000906,-64.59696583980369,-84.63817533908397,-142,-29,-114,-255,0,0,0,0
1760026088.135786,0.5628349417935703,1.1704484902186412,-66.05579553993819,-84.9811952913763,-170,-85,-85,-255,0,0,0,0
1760026094.241768,0.29291609913963595,1.7042270291381714,-64.40531982852985,-84.53404756566707,-199,-142,-57,-255,0,0,0,0
1760026100.3478305,-0.29930107491080316,1.4406414238968026,-64.25929696447992,-83.97521541395291,-227,-199,-29,-255,0,0,0,0
1760026106.4538512,-1.266116794282167,0.8770354940130574,-66.78112933839884,-87.44522589900114,-255,-255,0,-255,0,0,0,0
1760026113.5608442,1.4785765566627622,0.2831577969451211,-67.50190599487225,-84.83054460862579,0,255,-255,0,0,0,0,0
1760026119.6667836,1.0871141315083546,-0.30026467489161107,-64.66150879874891,-83.55829781854905,-29,198,-255,-29,0,0,0,0
1760026125.7728074,0.5828289422575932,-1.181152030051399,-66.89472115709549,-86.64813833608727,-57,141,-255,-57,0,0,0,0
1760026131.8787615,0.5495210716745105,-1.1669574876808742,-65.8877634742528,-84.52340013289862,-85,85,-255,-85,0,0,0,0
1760026137.9848158,0.5804022437358841,-1.0922076431237167,-66.09403593900049,-84.76693490136361,-114,28,-255,-114,0,0,0,0
